Date,Open,High,Low,Close,Volume
2021-09-21,22.67998600112511,23.757847407256047,21.781768733753815,22.54525375366211,51955706
2021-09-22,22.635078308091334,22.675498158089177,21.47188675061304,21.678476333618164,7810645
2021-09-23,21.557215536794356,21.602125717210583,20.425461515527022,20.88355255126953,9290385
2021-09-24,20.78923987084285,21.62907256871026,20.69941779797905,21.058704376220703,5938026
2021-09-27,21.013797461456107,21.48985160913908,20.90152028123445,21.238351821899414,3779362
2021-09-28,20.83864263979036,21.06768730401081,20.63654339888197,20.658998489379883,4180481
2021-09-29,20.60510826542287,20.950922180577113,20.25480230373166,20.654510498046875,2739698
2021-09-30,21.10811060922358,21.305717836467828,20.50630483396397,20.762296676635742,3731558
2021-10-01,20.3805512466387,21.85811741976671,20.344621731890832,21.696439743041992,2661787
2021-10-04,21.51230687389144,21.557217057475707,21.202420782233467,21.40452003479004,2741207
2021-10-05,21.409010354194383,22.096147812448024,21.37757288306273,21.82219123840332,2736741
2021-10-06,21.750333745679743,22.064710167736806,21.516797023957746,21.970396041870117,2284558
2021-10-07,22.006324346591764,22.428485870361328,21.79973477410114,22.428485870361328,2209350
2021-10-08,22.41052106102317,22.500341415405273,22.212912169670282,22.500341415405273,1936737
2021-10-11,22.316213246382564,22.513822193509256,22.230883200350352,22.298250198364258,1221850
2021-10-12,22.100634309971703,22.473395279002784,21.71889267635904,22.141054153442383,1926222
2021-10-13,22.006324072452045,22.19944093096126,21.831171971295678,21.916501998901367,1610772
2021-10-14,22.14105944852162,22.45094556031118,21.979380035972948,22.244354248046875,1656266
2021-10-15,22.203931693405277,22.271298678175427,21.898537665350812,22.230878829956055,2731469
2021-10-18,22.015307124139227,22.388066427931545,21.91650266889166,22.275789260864258,1508432
2021-10-19,22.284770291880385,22.464414433607384,22.262315202467885,22.293752670288086,1449387
2021-10-20,22.361121720215856,22.563220970050192,22.24884454955385,22.513818740844727,2207104
2021-10-21,22.316210526421308,22.576694392898396,22.185970306396484,22.185970306396484,1547245
2021-10-22,22.275790635515293,22.558729593684983,22.194950933181097,22.455434799194336,1815808
2021-10-25,22.641051544150343,23.120946495860796,22.31508675854438,22.573143005371094,1623612
2021-10-26,22.645581627593458,22.90816444052955,22.45543390433703,22.731599807739258,1611072
2021-10-27,22.645581632893155,22.881001719011955,22.319615094108677,22.758764266967773,1639570
2021-10-28,23.329203094395282,23.34278618434733,22.333197334092176,22.745182037353516,2464838
2021-10-29,22.772343080180075,22.935326331320162,22.469014483803605,22.740652084350586,2413100
2021-11-01,22.740655836762745,23.039457937481348,22.52787192077085,22.63652801513672,2005521
2021-11-02,22.686328353272607,22.7723465368625,22.315089436893054,22.48259925842285,1460620
2021-11-03,22.419216297642464,22.686327382340288,22.387525298358817,22.65463638305664,1330685
2021-11-04,22.681799577065192,23.410696029663086,22.66369166783721,23.410696029663086,3183764
2021-11-05,23.451441687240916,23.72308104816136,23.07567623612474,23.519351959228516,1803844
2021-11-08,23.465021668593156,23.49671266411346,23.20696370545255,23.297510147094727,978874
2021-11-09,23.297513719067577,23.958499908447266,23.270350991331146,23.958499908447266,1696615
2021-11-10,24.00829983249053,24.918289179301663,23.972082287573986,24.891124725341797,4125753
2021-11-11,24.88206855397273,25.149179625444596,24.728140110632506,25.094852447509766,1913169
2021-11-12,25.140127154824867,25.316691794868067,24.719087600708008,24.719087600708008,1037126
2021-11-15,24.506301467175536,24.77341252055985,24.18486151250545,24.221080780029297,1309665
2021-11-16,24.080735948355038,24.37501147974898,23.555568609628384,23.768352508544922,1578126
2021-11-17,23.809095127454356,24.067151353301732,23.49671172959428,23.73213005065918,1443776
2021-11-18,23.68685862161457,23.790986424973994,22.96249054301432,22.98059844970703,3447124
2021-11-19,22.555036379980766,22.976075939296784,22.450908558336916,22.663692474365234,3796495
2021-11-22,22.636523711815475,22.849307587356048,22.509759731678812,22.536922454833984,2024501
2021-11-23,22.54145458520343,22.57314558566224,22.23812421748766,22.274343490600586,1665790
